Date,BTC_Close,ETH_Close
2018-05-17,8041.46,667.62
2018-05-18,8239.81,692.6
2018-05-19,8233.49,697.0
2018-05-20,8526.98,716.16
2018-05-21,8381.24,696.7
2018-05-22,7977.11,640.99
2018-05-23,7501.95,577.19
2018-05-24,7575.01,602.18
2018-05-25,7457.0,585.55
2018-05-26,7333.96,586.0
2018-05-27,7338.99,570.4
2018-05-28,7099.0,511.5
2018-05-29,7461.29,567.36
2018-05-30,7375.96,557.19
2018-05-31,7485.01,577.81
2018-06-01,7521.01,579.0
2018-06-02,7640.03,590.85
2018-06-03,7714.26,619.66
2018-06-04,7487.0,591.02
2018-06-05,7625.0,609.05
2018-06-06,7658.84,607.4
2018-06-07,7691.08,605.16
2018-06-08,7603.44,598.68
2018-06-09,7491.73,592.87
2018-06-10,6764.99,524.11
2018-06-11,6872.0,531.69
2018-06-12,6530.0,493.0
2018-06-13,6292.78,475.47
2018-06-14,6635.98,519.29
2018-06-15,6388.9,487.48
2018-06-16,6483.98,496.74
2018-06-17,6449.61,497.14
2018-06-18,6712.46,517.95
2018-06-19,6741.21,537.97
2018-06-20,6761.51,536.49
2018-06-21,6718.84,526.18
2018-06-22,6045.0,462.09
2018-06-23,6149.98,473.41
2018-06-24,6136.97,454.41
2018-06-25,6252.0,458.7
2018-06-26,6070.78,429.34
2018-06-27,6133.73,441.64
2018-06-28,5853.98,420.22
2018-06-29,6197.92,434.77
2018-06-30,6390.07,454.09
2018-07-01,6356.81,452.1
2018-07-02,6615.29,476.25
2018-07-03,6513.86,461.82
2018-07-04,6586.98,467.38
2018-07-05,6529.2,467.87
2018-07-06,6609.78,470.47
2018-07-07,6756.98,485.57
2018-07-08,6712.1,486.77
2018-07-09,6662.12,471.71
2018-07-10,6296.91,432.48
2018-07-11,6378.07,444.99
2018-07-12,6250.57,431.14
2018-07-13,6214.57,432.46
2018-07-14,6251.99,433.19
2018-07-15,6353.01,449.78
2018-07-16,6723.35,478.49
2018-07-17,7317.44,498.76
2018-07-18,7381.9,479.41
2018-07-19,7466.21,468.57
2018-07-20,7337.53,449.04
2018-07-21,7398.78,460.23
2018-07-22,7394.79,457.47
2018-07-23,7721.01,450.05
2018-07-24,8397.24,479.28
2018-07-25,8175.64,472.1
2018-07-26,7920.0,462.64
2018-07-27,8188.57,470.09
2018-07-28,8225.04,469.29
2018-07-29,8211.0,466.4
2018-07-30,8173.92,456.23
2018-07-31,7730.93,432.22
2018-08-01,7604.58,420.41
2018-08-02,7525.71,410.62
2018-08-03,7418.78,417.52
2018-08-04,7009.84,407.21
2018-08-05,7024.19,408.79
2018-08-06,6934.82,405.28
2018-08-07,6720.06,378.21
2018-08-08,6285.0,355.48
2018-08-09,6529.79,363.3
2018-08-10,6144.01,331.81
2018-08-11,6232.35,317.69
2018-08-12,6308.33,317.89
2018-08-13,6246.35,283.81
2018-08-14,6188.08,278.41
2018-08-15,6267.16,281.12
2018-08-16,6311.75,287.17
2018-08-17,6584.49,317.51
2018-08-18,6387.96,294.11
2018-08-19,6477.53,299.42
2018-08-20,6254.84,270.51
2018-08-21,6480.0,281.21
2018-08-22,6360.89,270.8
2018-08-23,6525.01,275.99
2018-08-24,6681.64,281.19
2018-08-25,6733.64,277.55
2018-08-26,6700.0,274.29
2018-08-27,6908.64,287.71
2018-08-28,7076.11,295.44
2018-08-29,7031.22,288.4
2018-08-30,6984.84,283.89
2018-08-31,7011.21,281.41
2018-09-01,7200.01,295.71
2018-09-02,7302.01,295.41
2018-09-03,7263.02,289.09
2018-09-04,7359.06,285.3
2018-09-05,6700.0,228.53
2018-09-06,6516.01,229.7
2018-09-07,6395.54,215.22
2018-09-08,6185.05,196.71
2018-09-09,6250.81,195.81
2018-09-10,6312.0,197.15
2018-09-11,6294.91,185.18
2018-09-12,6338.62,183.12
2018-09-13,6487.38,210.68
2018-09-14,6476.63,208.82
2018-09-15,6514.96,221.29
2018-09-16,6505.0,220.17
2018-09-17,6248.69,196.16
2018-09-18,6336.45,208.17
2018-09-19,6391.89,209.79
2018-09-20,6492.0,224.0
2018-09-21,6759.02,247.73
2018-09-22,6723.05,241.01
2018-09-23,6708.0,244.5
2018-09-24,6581.39,228.06
2018-09-25,6447.54,219.62
2018-09-26,6465.12,214.42
2018-09-27,6689.13,229.13
2018-09-28,6634.58,221.84
2018-09-29,6596.38,231.62
2018-09-30,6626.57,232.94
2018-10-01,6611.61,231.61
2018-10-02,6525.79,225.69
2018-10-03,6510.0,220.77
2018-10-04,6593.79,222.66
2018-10-05,6635.65,228.37
2018-10-06,6594.27,225.4
2018-10-07,6615.26,226.14
2018-10-08,6673.01,230.01
2018-10-09,6656.61,228.4
2018-10-10,6631.0,226.74
2018-10-11,6252.68,191.58
2018-10-12,6298.01,196.96
2018-10-13,6332.93,201.3
2018-10-14,6339.34,197.01
2018-10-15,6752.5,214.39
2018-10-16,6759.27,215.09
2018-10-17,6740.89,212.85
2018-10-18,6618.96,206.24
2018-10-19,6528.88,205.0
2018-10-20,6588.4,207.91
2018-10-21,6590.11,207.49
2018-10-22,6581.2,206.67
2018-10-23,6553.51,205.85
2018-10-24,6565.5,205.35
2018-10-25,6528.09,203.93
2018-10-26,6538.63,204.92
2018-10-27,6505.6,204.45
2018-10-28,6489.93,204.99
2018-10-29,6344.5,196.96
2018-10-30,6330.87,197.27
2018-10-31,6371.93,198.73
2018-11-01,6410.0,199.96
2018-11-02,6433.98,202.35
2018-11-03,6387.09,200.31
2018-11-04,6485.85,212.11
2018-11-05,6468.99,210.66
2018-11-06,6519.11,220.74
2018-11-07,6578.46,219.07
2018-11-08,6479.84,212.79
2018-11-09,6419.99,210.77
2018-11-10,6433.05,213.25
2018-11-11,6449.81,212.54
2018-11-12,6453.07,212.89
2018-11-13,6457.66,209.84
2018-11-14,5922.41,187.43
2018-11-15,5753.4,184.35
2018-11-16,5655.94,176.89
2018-11-17,5628.29,176.2
2018-11-18,5662.0,178.97
2018-11-19,4910.03,150.81
2018-11-20,4558.86,133.82
2018-11-21,4661.07,138.23
2018-11-22,4370.0,126.63
2018-11-23,4420.61,125.02
2018-11-24,3932.44,114.89
2018-11-25,4085.78,118.67
2018-11-26,3862.2,110.68
2018-11-27,3875.21,111.43
2018-11-28,4264.85,122.9
2018-11-29,4295.84,117.98
2018-11-30,4041.32,113.73
2018-12-01,4190.02,118.1
2018-12-02,4161.01,116.57
2018-12-03,3884.01,108.76
2018-12-04,3951.64,109.94
2018-12-05,3769.84,102.71
2018-12-06,3508.75,91.0
2018-12-07,3403.55,93.05
2018-12-08,3410.93,90.38
2018-12-09,3545.37,93.26
2018-12-10,3432.88,89.91
2018-12-11,3380.39,87.76
2018-12-12,3445.0,89.41
2018-12-13,3302.06,86.34
2018-12-14,3224.17,83.82
2018-12-15,3211.72,83.76
2018-12-16,3228.67,84.67
2018-12-17,3509.08,94.02
2018-12-18,3652.98,100.39
2018-12-19,3662.22,98.74
2018-12-20,4049.62,114.05
2018-12-21,3838.66,107.69
2018-12-22,3948.91,115.2
2018-12-23,3929.71,129.03
2018-12-24,4008.01,138.03
2018-12-25,3745.79,127.6
2018-12-26,3777.74,129.35
2018-12-27,3567.91,113.8
2018-12-28,3839.26,135.3
2018-12-29,3695.32,132.89
2018-12-30,3801.91,137.77
2018-12-31,3702.9,131.45
2019-01-01,3797.14,139.1
2019-01-02,3858.56,152.01
2019-01-03,3766.78,146.3
2019-01-04,3792.01,151.97
2019-01-05,3770.96,152.83
2019-01-06,3987.6,153.86
2019-01-07,3975.45,149.34
2019-01-08,3955.13,147.6
2019-01-09,3966.65,148.1
2019-01-10,3585.88,124.95
2019-01-11,3601.31,124.65
2019-01-12,3583.13,123.35
2019-01-13,3476.81,114.16
2019-01-14,3626.09,126.95
2019-01-15,3553.06,118.95
2019-01-16,3591.84,121.48
2019-01-17,3616.21,121.54
2019-01-18,3594.87,119.17
2019-01-19,3665.3,122.6
2019-01-20,3539.28,117.47
2019-01-21,3526.9,115.63
2019-01-22,3570.93,117.81
2019-01-23,3552.82,116.44
2019-01-24,3569.62,116.39
2019-01-25,3565.29,115.11
2019-01-26,3565.25,115.34
2019-01-27,3550.84,112.05
2019-01-28,3434.15,105.5
2019-01-29,3411.04,104.45
2019-01-30,3458.18,108.29
2019-01-31,3434.1,106.44
2019-02-01,3462.07,106.73
2019-02-02,3504.77,110.42
2019-02-03,3458.11,107.36
2019-02-04,3463.22,107.68
2019-02-05,3471.59,107.27
2019-02-06,3405.37,104.5
2019-02-07,3398.4,104.48
2019-02-08,3659.04,119.25
2019-02-09,3665.18,119.19
2019-02-10,3680.06,125.12
2019-02-11,3631.05,120.89
2019-02-12,3631.46,122.41
2019-02-13,3609.4,121.86
2019-02-14,3590.56,120.42
2019-02-15,3602.47,121.67
2019-02-16,3618.41,122.67
2019-02-17,3667.58,133.75
2019-02-18,3898.6,145.69
2019-02-19,3907.79,143.44
2019-02-20,3969.74,148.44
2019-02-21,3937.31,145.69
2019-02-22,3962.0,147.36
2019-02-23,4117.76,157.79
2019-02-24,3743.56,132.1
2019-02-25,3827.92,137.87
2019-02-26,3809.23,136.22
2019-02-27,3818.07,135.02
2019-02-28,3813.69,135.34
2019-03-01,3823.0,135.32
2019-03-02,3819.93,132.56
2019-03-03,3807.75,130.6
2019-03-04,3715.3,125.65
2019-03-05,3857.73,136.72
2019-03-06,3861.84,137.4
2019-03-07,3873.64,136.81
2019-03-08,3864.89,133.52
2019-03-09,3943.04,137.27
2019-03-10,3916.82,135.37
2019-03-11,3871.61,132.67
2019-03-12,3882.73,133.57
2019-03-13,3866.0,131.65
2019-03-14,3877.12,132.2
2019-03-15,3923.76,136.56
2019-03-16,4005.98,140.92
2019-03-17,3981.14,138.67
2019-03-18,3987.81,137.59
2019-03-19,4015.53,138.55
2019-03-20,4043.04,139.01
2019-03-21,3980.64,134.85
2019-03-22,3986.93,135.98
2019-03-23,4006.01,137.28
2019-03-24,3992.18,136.09
2019-03-25,3936.12,133.98
2019-03-26,3948.55,134.18
2019-03-27,4038.05,139.45
2019-03-28,4027.81,137.86
2019-03-29,4103.25,143.25
2019-03-30,4106.97,142.46
2019-03-31,4103.95,141.38
2019-04-01,4144.56,141.24
2019-04-02,4857.29,163.31
2019-04-03,4932.6,159.96
2019-04-04,4898.66,157.36
2019-04-05,5004.95,164.77
2019-04-06,5043.89,165.5
2019-04-07,5170.27,174.21
2019-04-08,5236.9,178.72
2019-04-09,5150.0,174.6
2019-04-10,5308.25,177.12
2019-04-11,5017.37,164.07
2019-04-12,5048.01,163.19
2019-04-13,5045.22,162.99
2019-04-14,5131.3,167.23
2019-04-15,5024.95,159.95
2019-04-16,5173.72,165.37
2019-04-17,5202.82,165.75
2019-04-18,5258.44,173.33
2019-04-19,5258.68,172.64
2019-04-20,5291.73,172.88
2019-04-21,5256.14,168.59
2019-04-22,5357.14,170.52
2019-04-23,5493.31,169.16
2019-04-24,5415.0,164.78
2019-04-25,5219.9,154.72
2019-04-26,5314.1,157.95
2019-04-27,5295.69,159.31
2019-04-28,5307.52,157.85
2019-04-29,5238.14,155.11
2019-04-30,5320.81,161.83
2019-05-01,5383.2,160.19
2019-05-02,5492.87,161.81
2019-05-03,5772.69,168.06
2019-05-04,5829.45,163.7
2019-05-05,5775.62,163.05
2019-05-06,5747.79,173.0
2019-05-07,5846.34,169.18
2019-05-08,5987.29,170.85
2019-05-09,6209.18,170.9
2019-05-10,6373.33,172.91
2019-05-11,7076.22,190.2
2019-05-12,6967.31,188.11
2019-05-13,7790.71,195.84
2019-05-14,7947.56,216.4
2019-05-15,8169.87,248.1
2019-05-16,7866.59,264.25
2019-05-17,7355.26,244.3
2019-05-18,7257.45,233.6
2019-05-19,8148.48,259.51
2019-05-20,7938.15,250.37
2019-05-21,7904.87,253.43
2019-05-22,7628.43,243.64
2019-05-23,7851.51,244.56
2019-05-24,7964.87,248.87
2019-05-25,8025.41,250.22
2019-05-26,8614.43,264.45
2019-05-27,8756.32,270.53
2019-05-28,8715.64,271.03
2019-05-29,8645.68,268.83
2019-05-30,8269.54,254.56
2019-05-31,8555.0,267.9
2019-06-01,8544.07,264.33
2019-06-02,8725.98,268.88
2019-06-03,8115.82,249.91
2019-06-04,7687.03,241.39
2019-06-05,7776.5,245.63
2019-06-06,7786.7,248.76
2019-06-07,7980.53,248.77
2019-06-08,7893.62,243.25
2019-06-09,7628.13,230.98
2019-06-10,7982.75,246.51
2019-06-11,7884.9,244.29
2019-06-12,8127.64,261.15
2019-06-13,8218.54,254.67
2019-06-14,8650.0,262.47
2019-06-15,8808.7,267.82
2019-06-16,8953.33,267.73
2019-06-17,9313.96,273.16
2019-06-18,9081.55,264.66
2019-06-19,9255.49,268.14
2019-06-20,9517.12,271.22
2019-06-21,10159.86,294.35
2019-06-22,10729.5,310.79
2019-06-23,10906.07,308.52
2019-06-24,11056.59,311.64
2019-06-25,11820.86,318.26
2019-06-26,13093.8,339.39
2019-06-27,11329.99,298.35
2019-06-28,12400.63,311.05
2019-06-29,11903.13,317.62
2019-06-30,10854.1,292.7
2019-07-01,10624.93,295.07
2019-07-02,10842.85,291.48
2019-07-03,11940.0,301.14
2019-07-04,11145.67,282.73
2019-07-05,10970.73,287.47
2019-07-06,11256.49,288.29
2019-07-07,11406.24,304.72
2019-07-08,12238.6,311.97
2019-07-09,12543.41,307.46
2019-07-10,12108.37,289.23
2019-07-11,11342.89,268.63
2019-07-12,11757.22,274.62
2019-07-13,11355.76,268.79
2019-07-14,10174.18,225.85
2019-07-15,10838.72,228.2
2019-07-16,9439.59,198.88
2019-07-17,9667.92,210.81
2019-07-18,10627.16,225.73
2019-07-19,10504.29,220.73
2019-07-20,10740.23,228.2
2019-07-21,10589.45,225.38
2019-07-22,10340.31,217.51
2019-07-23,9864.91,212.48
2019-07-24,9763.28,216.31
2019-07-25,9879.87,219.14
2019-07-26,9824.0,218.81
2019-07-27,9476.52,207.3
2019-07-28,9541.54,211.62
2019-07-29,9507.64,210.89
2019-07-30,9574.21,209.58
2019-07-31,10080.53,218.42
2019-08-01,10374.99,216.84
2019-08-02,10523.75,217.61
2019-08-03,10816.86,222.14
2019-08-04,10929.23,221.79
2019-08-05,11828.8,233.54
2019-08-06,11481.69,226.28
2019-08-07,11975.03,226.1
2019-08-08,11999.77,221.39
2019-08-09,11879.99,210.53
2019-08-10,11309.31,206.48
2019-08-11,11549.97,216.42
2019-08-12,11396.08,211.41
2019-08-13,10892.71,209.3
2019-08-14,10050.37,187.1
2019-08-15,10293.93,188.03
2019-08-16,10331.54,184.88
2019-08-17,10216.02,185.59
2019-08-18,10306.78,194.33
2019-08-19,10915.54,202.28
2019-08-20,10760.51,196.6
2019-08-21,10142.57,187.45
2019-08-22,10099.88,190.35
2019-08-23,10389.55,194.02
2019-08-24,10134.35,190.6
2019-08-25,10142.69,186.54
2019-08-26,10372.25,188.67
2019-08-27,10185.05,187.24
2019-08-28,9721.0,173.03
2019-08-29,9498.44,169.01
2019-08-30,9584.54,168.5
2019-08-31,9587.47,171.57
2019-09-01,9724.98,170.74
2019-09-02,10340.0,178.05
2019-09-03,10615.28,178.75
2019-09-04,10567.02,174.72
2019-09-05,10564.49,173.75
2019-09-06,10298.73,169.08
2019-09-07,10455.88,177.62
2019-09-08,10381.18,181.19
2019-09-09,10303.12,180.54
2019-09-10,10098.15,179.81
2019-09-11,10158.33,178.28
2019-09-12,10415.01,180.72
2019-09-13,10342.06,180.95
2019-09-14,10335.02,188.13
2019-09-15,10302.01,189.03
2019-09-16,10251.31,197.22
2019-09-17,10187.82,207.84
2019-09-18,10156.99,210.21
2019-09-19,10244.29,220.24
2019-09-20,10168.59,218.03
2019-09-21,9986.39,215.05
2019-09-22,10028.87,211.2
2019-09-23,9702.25,201.29
2019-09-24,8493.14,165.81
2019-09-25,8430.05,169.96
2019-09-26,8063.73,165.92
2019-09-27,8177.91,173.79
2019-09-28,8198.81,173.49
2019-09-29,8043.82,169.24
2019-09-30,8289.34,180.85
2019-10-01,8292.44,175.66
2019-10-02,8359.94,180.24
2019-10-03,8223.96,174.69
2019-10-04,8137.13,175.55
2019-10-05,8126.19,176.25
2019-10-06,7854.25,170.1
2019-10-07,8190.09,179.85
2019-10-08,8168.39,180.6
2019-10-09,8560.74,192.62
2019-10-10,8558.03,191.14
2019-10-11,8258.5,180.72
2019-10-12,8300.09,179.68
2019-10-13,8275.01,180.99
2019-10-14,8348.2,186.72
2019-10-15,8159.29,180.49
2019-10-16,7991.74,174.47
2019-10-17,8070.58,177.16
2019-10-18,7947.01,172.74
2019-10-19,7948.01,171.79
2019-10-20,8223.35,175.22
2019-10-21,8197.27,173.98
2019-10-22,8020.0,171.2
2019-10-23,7466.62,162.35
2019-10-24,7412.41,160.38
2019-10-25,8655.02,181.5
2019-10-26,9230.0,179.49
2019-10-27,9529.93,183.75
2019-10-28,9205.14,181.72
2019-10-29,9407.62,190.46
2019-10-30,9154.72,183.13
2019-10-31,9140.85,182.18
2019-11-01,9231.61,182.85
2019-11-02,9289.52,182.91
2019-11-03,9194.71,181.54
2019-11-04,9393.35,185.71
2019-11-05,9308.66,188.68
2019-11-06,9339.05,191.16
2019-11-07,9216.2,186.68
2019-11-08,8773.73,183.74
2019-11-09,8809.41,184.89
2019-11-10,9039.47,188.96
2019-11-11,8733.27,184.98
2019-11-12,8821.94,187.09
2019-11-13,8777.12,188.11
2019-11-14,8646.68,184.92
2019-11-15,8471.73,180.0
2019-11-16,8491.02,182.37
2019-11-17,8502.4,183.82
2019-11-18,8187.17,178.2
2019-11-19,8133.64,175.94
2019-11-20,8098.01,174.72
2019-11-21,7627.74,161.01
2019-11-22,7268.23,149.56
2019-11-23,7311.57,151.84
2019-11-24,6903.28,139.96
2019-11-25,7109.57,145.69
2019-11-26,7156.14,147.47
2019-11-27,7508.52,152.62
2019-11-28,7419.49,150.72
2019-11-29,7739.68,154.57
2019-11-30,7541.89,151.37
2019-12-01,7390.89,150.73
2019-12-02,7294.28,148.65
2019-12-03,7292.71,147.17
2019-12-04,7194.32,145.38
2019-12-05,7389.0,148.1
2019-12-06,7527.47,148.45
2019-12-07,7488.21,147.14
2019-12-08,7510.11,150.44
2019-12-09,7338.64,147.38
2019-12-10,7224.13,145.56
2019-12-11,7210.0,143.39
2019-12-12,7198.08,144.87
2019-12-13,7258.48,144.8
2019-12-14,7064.05,141.79
2019-12-15,7118.59,142.46
2019-12-16,6891.72,132.73
2019-12-17,6623.82,121.88
2019-12-18,7277.83,132.78
2019-12-19,7150.3,128.1
2019-12-20,7187.83,128.19
2019-12-21,7132.75,126.99
2019-12-22,7501.44,132.09
2019-12-23,7317.09,127.8
2019-12-24,7255.77,127.75
2019-12-25,7204.63,125.09
2019-12-26,7202.0,125.58
2019-12-27,7254.74,126.29
2019-12-28,7316.14,128.11
2019-12-29,7388.24,134.36
2019-12-30,7246.0,131.59
2019-12-31,7195.23,129.16
2020-01-01,7200.85,130.77
2020-01-02,6965.71,127.19
2020-01-03,7344.96,134.35
2020-01-04,7354.11,134.2
2020-01-05,7358.75,135.37
2020-01-06,7758.0,144.15
2020-01-07,8145.28,142.8
2020-01-08,8055.98,140.72
2020-01-09,7817.76,137.74
2020-01-10,8197.02,144.84
2020-01-11,8020.01,142.38
2020-01-12,8184.98,146.54
2020-01-13,8110.34,143.58
2020-01-14,8810.01,165.64
2020-01-15,8821.41,166.4
2020-01-16,8720.01,164.21
2020-01-17,8913.28,169.85
2020-01-18,8915.96,174.14
2020-01-19,8701.7,166.79
2020-01-20,8642.35,166.87
2020-01-21,8736.03,169.49
2020-01-22,8682.36,168.07
2020-01-23,8404.52,162.81
2020-01-24,8439.0,162.54
2020-01-25,8340.58,160.35
2020-01-26,8615.0,167.86
2020-01-27,8907.57,170.08
2020-01-28,9374.21,175.64
2020-01-29,9301.53,173.72
2020-01-30,9513.21,184.69
2020-01-31,9352.89,179.99
2020-02-01,9384.61,183.6
2020-02-02,9331.51,188.44
2020-02-03,9292.24,189.69
2020-02-04,9197.02,188.91
2020-02-05,9612.04,203.78
2020-02-06,9772.0,213.19
2020-02-07,9813.73,223.33
2020-02-08,9895.05,223.05
2020-02-09,10151.75,228.49
2020-02-10,9851.83,222.89
2020-02-11,10223.08,236.69
2020-02-12,10326.46,265.74
2020-02-13,10229.63,268.32
2020-02-14,10344.36,285.15
2020-02-15,9904.72,264.88
2020-02-16,9917.27,258.85
2020-02-17,9706.0,267.85
2020-02-18,10164.71,282.61
2020-02-19,9593.79,258.45
2020-02-20,9596.42,256.96
2020-02-21,9677.05,265.27
2020-02-22,9650.86,261.57
2020-02-23,9936.4,274.48
2020-02-24,9656.13,265.52
2020-02-25,9315.84,246.67
2020-02-26,8785.25,223.93
2020-02-27,8823.21,227.79
2020-02-28,8692.91,226.76
2020-02-29,8523.61,217.21
2020-03-01,8531.88,217.81
2020-03-02,8915.24,231.97
2020-03-03,8760.07,223.91
2020-03-04,8750.87,224.26
2020-03-05,9054.68,228.38
2020-03-06,9131.88,244.88
2020-03-07,8886.66,237.23
2020-03-08,8033.31,199.43
2020-03-09,7929.87,202.81
2020-03-10,7894.56,200.7
2020-03-11,7934.52,194.61
2020-03-12,4800.0,107.82
2020-03-13,5578.6,134.06
2020-03-14,5172.06,122.54
2020-03-15,5361.3,123.78
2020-03-16,5028.97,111.02
2020-03-17,5312.64,115.67
2020-03-18,5393.04,118.11
2020-03-19,6162.37,136.3
2020-03-20,6208.36,133.48
2020-03-21,6186.98,132.66
2020-03-22,5816.19,122.32
2020-03-23,6467.31,135.92
2020-03-24,6744.72,138.42
2020-03-25,6677.43,136.1
2020-03-26,6737.36,138.4
2020-03-27,6359.11,131.33
2020-03-28,6236.65,130.98
2020-03-29,5881.42,124.5
2020-03-30,6394.38,132.06
2020-03-31,6410.44,132.72
2020-04-01,6642.92,135.69
2020-04-02,6794.09,141.28
2020-04-03,6734.1,141.31
2020-04-04,6856.99,144.1
2020-04-05,6772.78,142.68
2020-04-06,7329.9,171.32
2020-04-07,7197.32,164.63
2020-04-08,7361.28,173.11
2020-04-09,7283.54,169.52
2020-04-10,6858.92,157.81
2020-04-11,6876.83,158.33
2020-04-12,6903.79,158.59
2020-04-13,6837.91,156.29
2020-04-14,6868.7,158.45
2020-04-15,6621.24,152.73
2020-04-16,7101.94,172.29
2020-04-17,7027.55,170.69
2020-04-18,7248.6,187.4
2020-04-19,7120.74,180.03
2020-04-20,6826.83,170.2
2020-04-21,6841.37,170.74
2020-04-22,7125.14,182.7
2020-04-23,7482.39,185.51
2020-04-24,7505.0,187.59
2020-04-25,7538.67,194.21
2020-04-26,7693.1,197.38
2020-04-27,7774.62,196.34
2020-04-28,7738.98,196.24
2020-04-29,8778.57,215.36
2020-04-30,8620.0,206.08
2020-05-01,8826.96,212.02
2020-05-02,8972.05,213.9
2020-05-03,8894.16,209.86
2020-05-04,8871.96,206.48
2020-05-05,9021.83,205.29
2020-05-06,9142.92,198.97
2020-05-07,9986.4,212.0
2020-05-08,9800.01,211.31
2020-05-09,9539.4,210.07
2020-05-10,8722.77,187.54
2020-05-11,8561.52,185.73
2020-05-12,8810.79,189.76
2020-05-13,9309.37,199.58
2020-05-14,9791.98,203.29
2020-05-15,9316.42,194.86
2020-05-16,9381.27,200.45
2020-05-17,9680.04,207.0
2020-05-18,9733.93,214.91
2020-05-19,9775.53,214.58
2020-05-20,9511.43,209.98
2020-05-21,9068.65,198.74
2020-05-22,9170.0,207.36
2020-05-23,9179.15,206.6
2020-05-24,8720.34,199.9
2020-05-25,8900.35,204.15
2020-05-26,8841.18,200.89
2020-05-27,9204.07,208.29
2020-05-28,9575.89,220.21
2020-05-29,9427.07,220.67
2020-05-30,9697.72,243.66
2020-05-31,9448.27,231.57
2020-06-01,10200.77,248.23
2020-06-02,9518.04,237.71
2020-06-03,9666.24,244.52
2020-06-04,9789.06,243.21
2020-06-05,9621.16,240.03
2020-06-06,9666.3,241.94
2020-06-07,9746.99,244.56
2020-06-08,9782.01,246.4
2020-06-09,9772.43,243.8
2020-06-10,9885.0,247.78
2020-06-11,9280.4,230.51
2020-06-12,9465.13,237.55
2020-06-13,9473.34,238.11
2020-06-14,9342.1,231.77
2020-06-15,9426.02,230.86
2020-06-16,9525.59,235.3
2020-06-17,9465.14,233.82
2020-06-18,9386.32,231.27
2020-06-19,9310.23,229.0
2020-06-20,9358.95,228.89
2020-06-21,9294.69,228.04
2020-06-22,9685.69,243.13
2020-06-23,9624.89,243.14
2020-06-24,9296.49,234.58
2020-06-25,9249.49,232.5
2020-06-26,9162.21,229.64
2020-06-27,9012.0,220.94
2020-06-28,9116.35,224.93
2020-06-29,9192.56,227.93
2020-06-30,9138.55,225.6
2020-07-01,9232.0,230.99
2020-07-02,9086.54,226.46
2020-07-03,9058.26,224.87
2020-07-04,9135.46,229.17
2020-07-05,9069.41,227.56
2020-07-06,9344.2,241.6
2020-07-07,9257.39,239.39
2020-07-08,9436.06,246.95
2020-07-09,9232.43,241.98
2020-07-10,9288.34,241.26
2020-07-11,9234.03,239.19
2020-07-12,9302.75,242.79
2020-07-13,9242.62,239.5
2020-07-14,9255.85,240.44
2020-07-15,9197.6,238.61
2020-07-16,9133.72,233.57
2020-07-17,9154.32,232.67
2020-07-18,9170.28,235.67
2020-07-19,9208.99,239.11
2020-07-20,9160.78,236.01
2020-07-21,9390.0,245.59
2020-07-22,9518.16,263.74
2020-07-23,9603.27,275.3
2020-07-24,9537.8,279.15
2020-07-25,9700.42,305.26
2020-07-26,9931.54,311.0
2020-07-27,11029.96,321.93
2020-07-28,10906.27,316.77
2020-07-29,11100.53,317.71
2020-07-30,11099.61,334.87
2020-07-31,11335.46,346.33
2020-08-01,11801.17,387.0
2020-08-02,11071.35,372.42
2020-08-03,11219.81,385.94
2020-08-04,11191.97,389.61
2020-08-05,11744.91,400.72
2020-08-06,11762.46,394.77
2020-08-07,11594.23,379.34
2020-08-08,11761.41,397.03
2020-08-09,11681.68,390.14
2020-08-10,11892.92,395.44
2020-08-11,11392.08,379.0
2020-08-12,11564.33,387.18
2020-08-13,11780.0,424.54
2020-08-14,11760.54,438.11
2020-08-15,11852.4,432.32
2020-08-16,11911.0,433.62
2020-08-17,12281.13,430.89
2020-08-18,11945.01,421.95
2020-08-19,11754.59,407.46
2020-08-20,11853.55,415.94
2020-08-21,11531.34,387.97
2020-08-22,11662.96,395.24
2020-08-23,11648.13,390.71
2020-08-24,11748.2,407.68
2020-08-25,11318.42,382.93
2020-08-26,11461.43,385.81
2020-08-27,11330.38,383.27
2020-08-28,11526.91,395.11
2020-08-29,11465.84,398.65
2020-08-30,11711.16,428.94
2020-08-31,11649.51,433.79
2020-09-01,11921.97,475.4
2020-09-02,11388.54,439.5
2020-09-03,10140.85,381.4
2020-09-04,10446.25,385.26
2020-09-05,10166.69,335.01
2020-09-06,10256.2,352.8
2020-09-07,10373.44,353.59
2020-09-08,10126.65,337.39
2020-09-09,10219.2,350.85
2020-09-10,10336.87,367.93
2020-09-11,10387.89,373.63
2020-09-12,10440.92,387.78
2020-09-13,10332.83,366.42
2020-09-14,10671.77,377.12
2020-09-15,10785.31,364.06
2020-09-16,10954.01,365.11
2020-09-17,10939.99,389.36
2020-09-18,10933.39,384.39
2020-09-19,11080.65,385.25
2020-09-20,10920.28,371.04
2020-09-21,10417.22,340.36
2020-09-22,10529.61,344.21
2020-09-23,10241.46,320.72
2020-09-24,10736.32,348.97
2020-09-25,10686.67,351.92
2020-09-26,10728.6,353.92
2020-09-27,10774.25,357.49
2020-09-28,10696.12,353.96
2020-09-29,10840.48,359.79
2020-09-30,10776.59,359.83
2020-10-01,10619.13,352.85
2020-10-02,10570.4,345.6
2020-10-03,10542.06,345.95
2020-10-04,10666.63,352.37
2020-10-05,10792.21,353.62
