Date,BTC_Close,ETH_Close
2017-11-07,7064.04,291.78
2017-11-08,7303.0,303.02
2017-11-09,7079.99,317.87
2017-11-10,6506.98,293.5
2017-11-11,6245.05,310.02
2017-11-12,5811.03,305.24
2017-11-13,6465.99,312.99
2017-11-14,6574.99,335.61
2017-11-15,7240.06,331.33
2017-11-16,7864.5,331.49
2017-11-17,7699.19,331.23
2017-11-18,7761.94,346.66
2017-11-19,8038.0,354.15
2017-11-20,8212.0,367.42
2017-11-21,8119.51,362.12
2017-11-22,8205.92,380.65
2017-11-23,8019.99,405.0
2017-11-24,8138.0,469.0
2017-11-25,8700.01,461.82
2017-11-26,9128.02,462.84
2017-11-27,9650.0,472.31
2017-11-28,9896.8,466.17
2017-11-29,9687.88,421.7
2017-11-30,9838.96,427.43
2017-12-01,10782.99,457.51
2017-12-02,10890.01,457.63
2017-12-03,11165.41,460.3
2017-12-04,11579.0,466.67
2017-12-05,11699.99,452.26
2017-12-06,13550.05,411.01
2017-12-07,16599.0,406.33
2017-12-08,15880.0,442.56
2017-12-09,14656.07,460.0
2017-12-10,14899.98,427.35
2017-12-11,16587.97,508.7
2017-12-12,16349.99,620.0
2017-12-13,16033.29,683.99
2017-12-14,16334.98,679.76
2017-12-15,17539.83,674.95
2017-12-16,19102.66,682.81
2017-12-17,18860.02,707.64
2017-12-18,18856.25,784.0
2017-12-19,17295.2,798.0
2017-12-20,16488.98,790.21
2017-12-21,15492.64,782.41
2017-12-22,13326.61,635.97
2017-12-23,13300.0,640.34
2017-12-24,13500.0,658.0
2017-12-25,13699.34,714.95
2017-12-26,15689.01,750.0
2017-12-27,15459.99,739.89
2017-12-28,14182.11,707.89
2017-12-29,14378.9,733.99
2017-12-30,12440.01,681.06
2017-12-31,13716.36,733.98
2018-01-01,13380.0,754.99
2018-01-02,14675.11,855.28
2018-01-03,14919.51,934.03
2018-01-04,15059.54,940.0
2018-01-05,16960.39,959.3
2018-01-06,17069.79,1004.11
2018-01-07,16150.03,1123.09
2018-01-08,14902.54,1133.18
2018-01-09,14400.0,1291.0
2018-01-10,14907.09,1247.0
2018-01-11,13238.78,1138.93
2018-01-12,13740.01,1253.87
2018-01-13,14210.0,1388.02
2018-01-14,13474.99,1347.0
2018-01-15,13539.93,1271.0
2018-01-16,10900.0,1000.0
2018-01-17,10988.79,1000.0
2018-01-18,10961.97,994.0
2018-01-19,11474.98,1032.5
2018-01-20,12799.94,1152.75
2018-01-21,11530.0,1049.0
2018-01-22,10760.05,993.0
2018-01-23,10799.18,980.0
2018-01-24,11349.99,1061.0
2018-01-25,11175.27,1056.52
2018-01-26,11089.0,1051.03
2018-01-27,11491.0,1118.99
2018-01-28,11879.95,1251.96
2018-01-29,11251.0,1177.01
2018-01-30,10237.51,1085.5
2018-01-31,10285.1,1124.81
2018-02-01,9224.52,1041.94
2018-02-02,8873.03,922.3
2018-02-03,9199.96,971.0
2018-02-04,8184.81,823.56
2018-02-05,6939.99,697.92
2018-02-06,7652.14,779.25
2018-02-07,7599.0,754.0
2018-02-08,7784.02,781.66
2018-02-09,8683.92,877.0
2018-02-10,8533.98,851.15
2018-02-11,8063.88,808.99
2018-02-12,8903.0,866.66
2018-02-13,8539.9,841.57
2018-02-14,9449.99,919.09
2018-02-15,10000.09,924.55
2018-02-16,10159.98,938.67
2018-02-17,11039.55,969.99
2018-02-18,10383.43,911.0
2018-02-19,11153.0,938.11
2018-02-20,11200.99,882.99
2018-02-21,10437.6,835.89
2018-02-22,9811.04,801.49
2018-02-23,10131.04,851.6
2018-02-24,9694.51,833.94
2018-02-25,9590.0,841.19
2018-02-26,10324.0,867.98
2018-02-27,10569.04,870.11
2018-02-28,10326.76,853.5
2018-03-01,10920.0,870.63
2018-03-02,11039.0,856.28
2018-03-03,11464.48,856.02
2018-03-04,11515.0,866.66
2018-03-05,11454.0,849.84
2018-03-06,10716.48,813.11
2018-03-07,9910.0,749.9
2018-03-08,9271.64,695.46
2018-03-09,9227.0,723.71
2018-03-10,8770.22,680.58
2018-03-11,9533.57,720.85
2018-03-12,9131.34,697.11
2018-03-13,9150.0,689.94
2018-03-14,8170.0,610.1
2018-03-15,8240.98,608.83
2018-03-16,8260.0,599.05
2018-03-17,7824.8,546.95
2018-03-18,8189.99,537.0
2018-03-19,8600.0,556.88
2018-03-20,8909.98,557.0
2018-03-21,8885.0,559.17
2018-03-22,8722.9,539.92
2018-03-23,8898.03,543.03
2018-03-24,8546.86,520.22
2018-03-25,8470.15,523.74
2018-03-26,8134.23,485.0
2018-03-27,7795.51,448.5
2018-03-28,7949.3,446.67
2018-03-29,7090.14,384.0
2018-03-30,6840.23,392.43
2018-03-31,6923.91,393.92
2018-04-01,6813.01,378.58
2018-04-02,7056.0,385.05
2018-04-03,7405.21,415.01
2018-04-04,6796.1,378.16
2018-04-05,6770.76,381.22
2018-04-06,6601.39,368.89
2018-04-07,6895.8,384.51
2018-04-08,7018.0,400.4
2018-04-09,6782.72,399.44
2018-04-10,6843.9,416.07
2018-04-11,6953.79,429.52
2018-04-12,7923.0,495.67
2018-04-13,7877.41,495.11
2018-04-14,7999.01,502.68
2018-04-15,8355.0,533.88
2018-04-16,8064.92,511.46
2018-04-17,7885.02,502.56
2018-04-18,8173.0,526.09
2018-04-19,8278.0,568.14
2018-04-20,8856.98,617.09
2018-04-21,8915.31,604.87
2018-04-22,8787.02,620.92
2018-04-23,8934.01,645.09
2018-04-24,9619.99,701.58
2018-04-25,8869.99,618.0
2018-04-26,9266.0,661.51
2018-04-27,8915.35,643.46
2018-04-28,9348.0,682.86
2018-04-29,9419.0,690.85
2018-04-30,9246.01,670.78
2018-05-01,9071.48,672.0
2018-05-02,9247.84,688.56
2018-05-03,9750.0,779.0
2018-05-04,9713.99,785.99
2018-05-05,9864.0,819.5
2018-05-06,9659.01,794.3
2018-05-07,9365.0,752.49
2018-05-08,9187.56,748.99
2018-05-09,9310.0,751.75
2018-05-10,9002.2,722.52
2018-05-11,8400.0,676.96
2018-05-12,8465.94,684.11
2018-05-13,8679.71,729.08
2018-05-14,8663.34,727.49
2018-05-15,8462.0,704.91
2018-05-16,8330.0,706.29
